latitude,longitude,type,severity,date
44.22111793418819,-76.44753765356853,fraud,0.24,2016-01-12
44.26474131339832,-76.50200641504668,theft,0.24,2022-05-05
44.26372590551036,-76.50530486665966,fraud,0.32,2023-05-10
44.23707856602629,-76.46391176554039,public disturbance,0.61,2020-09-11
44.21566638813748,-76.4342831877959,theft,0.71,2021-06-22
44.26559864029835,-76.46973796287736,public disturbance,0.99,2020-12-19
44.238879792914396,-76.4863309038892,burglary,0.71,2019-08-02
44.222634339394986,-76.47496499401433,fraud,0.9,2022-01-16
44.24492214605414,-76.46570817504701,theft,0.2,2023-11-03
44.21063803998858,-76.50639931814253,vandalism,0.23,2022-09-17
44.23802357005904,-76.47567985411948,vandalism,0.17,2019-06-25
44.25090739120051,-76.50222348746154,assault,0.6,2020-06-11
44.26892319970552,-76.43908933119828,theft,0.43,2021-12-25
44.25040544479792,-76.50254241770652,vandalism,0.16,2019-09-22
44.236079919240666,-76.4867690816146,theft,0.95,2016-09-26
44.231162083341346,-76.50066081931651,vandalism,0.67,2017-12-29
44.241756300911895,-76.4908063031929,theft,0.43,2022-12-13
44.25775510387814,-76.43738332426575,theft,0.87,2018-10-30
44.22986846170671,-76.44220967006042,public disturbance,0.59,2017-09-26
44.21536578447209,-76.43052404564108,fraud,0.72,2018-08-21
44.23460113836439,-76.49061199479726,assault,0.63,2016-07-18
44.23478021641173,-76.48400408632277,assault,0.22,2018-04-04
44.268588897922484,-76.48177094422222,theft,0.36,2016-09-07
44.240923408983114,-76.50336081744825,burglary,0.35,2020-03-03
44.24412365299293,-76.48842631224991,assault,0.53,2016-10-08
44.26214207790318,-76.48776524609704,theft,0.54,2022-05-11
44.24326139272703,-76.44078994067397,public disturbance,0.72,2016-06-25
44.250918509254085,-76.50129972232654,public disturbance,0.81,2018-03-05
44.260678861945415,-76.50886818694356,theft,0.31,2021-03-06
44.23894719455739,-76.47906719966963,theft,0.32,2020-01-02
44.22688146721394,-76.44781431705297,public disturbance,0.21,2017-07-01
44.23530764742047,-76.4796012285684,burglary,0.75,2021-08-20
44.23611675151121,-76.47054571543053,theft,0.66,2015-02-27
44.26303404817579,-76.44160219914889,fraud,0.71,2018-07-05
44.23056115187813,-76.48374739767249,assault,0.54,2022-05-30
44.24181026468035,-76.48647009174927,assault,0.94,2022-01-16
44.24930569774972,-76.48194442991792,fraud,0.45,2021-05-15
44.23972579794784,-76.4397896178249,burglary,0.74,2022-04-25
44.23917540848752,-76.44802166789756,drug offense,0.37,2020-08-09
44.23721245450813,-76.49925177201789,public disturbance,0.14,2023-07-05
44.26988020589093,-76.46732198889423,burglary,0.58,2023-05-23
44.24519706456936,-76.48868875740257,drug offense,0.28,2021-02-05
44.25506673180931,-76.46245895230545,drug offense,0.4,2017-06-06
44.254249766412734,-76.47800990433645,theft,0.79,2017-03-19
44.23730772408206,-76.4826966330761,drug offense,0.55,2019-01-31
44.26322925732737,-76.46009388896437,assault,0.81,2016-11-13
44.214970923002014,-76.46283282828081,theft,0.96,2016-08-15
44.24648551912838,-76.48154967047704,drug offense,0.88,2019-04-19
44.218814284376656,-76.44961316630953,burglary,0.92,2016-11-22
44.24323677231828,-76.47516015751394,fraud,0.42,2017-01-29
44.26088822125624,-76.49505240256686,theft,0.23,2016-09-18
44.23960890946622,-76.4540335385452,theft,0.87,2022-07-07
44.23547501519034,-76.4738667306161,public disturbance,0.7,2019-10-07
44.25699816360951,-76.48253122182254,fraud,0.52,2017-08-01
44.24908878139605,-76.47378659824662,fraud,0.82,2017-04-30
44.22932490946901,-76.47957643966028,vandalism,0.38,2019-01-20
44.253064352880386,-76.4371591992753,fraud,0.72,2016-02-11
44.267432569428045,-76.44641207287579,vandalism,0.7,2019-03-04
44.26925953201344,-76.47172726783862,vandalism,0.38,2016-08-22
44.265498900840356,-76.4835625727593,drug offense,0.81,2023-02-18
44.24102802330484,-76.49211236175924,assault,0.49,2017-08-30
44.21282733580546,-76.47461759569248,burglary,0.67,2015-12-24
44.223262524668954,-76.48344318341559,public disturbance,0.72,2022-01-05
44.22659537725532,-76.4750700329394,assault,0.36,2016-06-05
44.22322743368321,-76.48600093437148,drug offense,0.4,2023-11-29
44.21648549434985,-76.46202740171577,theft,0.77,2019-10-03
44.25570131126791,-76.47387796223417,public disturbance,0.9,2023-01-20
44.21096494624782,-76.48213664565806,public disturbance,0.89,2017-04-08
44.23777734910075,-76.44318170689613,burglary,0.73,2018-12-19
44.26304621855993,-76.48508810816897,fraud,0.12,2021-10-28
44.23021645349406,-76.47114664505247,theft,0.27,2015-04-22
44.252504444537706,-76.45602166868863,theft,0.96,2017-03-10
44.24245387338576,-76.44616558473322,public disturbance,0.15,2021-10-23
44.21557065834825,-76.50598118476547,public disturbance,0.95,2016-12-11
44.23619416002816,-76.46944959121761,assault,0.99,2022-07-30
44.26287560670703,-76.45302107923808,assault,0.41,2015-07-30
44.23016685814636,-76.47390700087261,fraud,0.9,2016-02-28
44.24322692489511,-76.48898126712979,drug offense,0.45,2022-05-10
44.244333602902444,-76.47576675784985,public disturbance,0.64,2017-09-12
44.258901649778785,-76.50613746802973,assault,0.19,2015-04-28
44.23904237752768,-76.43552488113701,theft,0.47,2022-05-19
44.260950874427564,-76.44561076948631,drug offense,0.66,2023-05-06
44.23425055405208,-76.49754746036774,burglary,0.27,2021-06-03
44.23086900335269,-76.49153981575894,fraud,0.63,2018-03-08
44.2221179846941,-76.45731010389606,theft,0.64,2023-02-16
44.25461437623588,-76.47423717966389,fraud,0.32,2022-07-09
44.21937497550313,-76.43071937062317,burglary,0.28,2017-12-07
44.23029325955836,-76.43122093924657,assault,0.87,2018-07-27
44.21420250118036,-76.4739547414317,fraud,0.57,2021-03-20
44.26004881953103,-76.46206463612137,fraud,0.18,2018-06-02
44.24650457625092,-76.48354326401578,drug offense,0.75,2019-07-01
44.22793538880655,-76.48836760930678,drug offense,0.83,2019-11-08
44.21713500723559,-76.46293627105602,burglary,0.23,2021-05-01
44.24666950257199,-76.4833131365545,vandalism,0.12,2017-02-24
44.261679528771054,-76.50088286603052,public disturbance,0.81,2018-03-27
44.23642359059736,-76.47897067600644,drug offense,0.1,2020-03-17
44.229059160785916,-76.47279547165381,theft,0.26,2017-06-23
